name,category,variant,subject,demo_url,demo_live,has_phone,phone,address,rating,shared_demo,google_maps_url
Tucker Brothers Wood Floor Specialist Inc,contractors,D,Free website for Tucker Brothers Wood Floor Specialist Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/tucker-brothers-wood-floor-specialist-inc.html,yes,yes,(352) 214-4073,1918 NE 7th St,4.8 (34),no,https://www.google.com/maps/place/Tucker+Brothers+Wood+Floor+Specialist+Inc/data=!4m7!3m6!1s0x88e8a40e04382d01:0x7d5af541b1244965!8m2!3d29.669901!4d-82.317643!16s%2Fg%2F1tgwbr19!19sChIJAS04BA6k6IgRZUkksUH1Wn0?authuser=0&hl=en&rclk=1
Carters Construction,contractors,D,Free website for Carters Construction — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/carters-construction.html,yes,yes,(352) 260-6919,3499 NW 97th Blvd #9,,no,https://www.google.com/maps/place/Carters+Construction/data=!4m7!3m6!1s0x88e8bba2f782fa69:0x60252748ecf9d6c!8m2!3d29.691594!4d-82.4502054!16s%2Fg%2F1th296zk!19sChIJafqC96K76IgRbJ3PjnRSAgY?authuser=0&hl=en&rclk=1
Leja Construction Inc,contractors,D,Free website for Leja Construction Inc — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/leja-construction-inc.html,yes,yes,(352) 378-2104,3845 NW 37th Pl,,no,https://www.google.com/maps/place/Leja+Construction+Inc/data=!4m7!3m6!1s0x88e8a4c9eb738d71:0xef0b94ca49b762f!8m2!3d29.6869024!4d-82.3820654!16s%2Fg%2F1tfbp4ph!19sChIJcY1z68mk6IgRL3abpEy58A4?authuser=0&hl=en&rclk=1
FERRER General Contractors LLC,contractors,D,Free website for FERRER General Contractors LLC — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/ferrer-general-contractors-llc.html,yes,yes,(954) 383-6565,8 SW 79th Dr,,no,https://www.google.com/maps/place/FERRER+General+Contractors+LLC/data=!4m7!3m6!1s0x88e8bd8c98c3a88d:0x8aa7783340057d18!8m2!3d29.6523562!4d-82.4271983!16s%2Fg%2F11z12n3x2j!19sChIJjajDmIy96IgRGH0FQDN4p4o?authuser=0&hl=en&rclk=1
Tower Laundromat,laundromats,F,Tower Laundromat — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/tower-laundromat.html,yes,yes,(352) 451-4393,"600 NW 75th St Ste A, Gainesville, FL",4.4,no,https://www.google.com/maps/place/Tower+Laundromat/data=!4m7!3m6!1s0x88e8bded78ec0015:0x8e1ebc35e6c1223d!8m2!3d29.6583216!4d-82.4228384!16s%2Fg%2F11hyncpgvz!19sChIJFQDseO296IgRPSLB5jW8Ho4?authuser=0&hl=en&rclk=1
Señor Bubbles Laundromat,laundromats,F,Señor Bubbles Laundromat — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/se-or-bubbles-laundromat.html,yes,yes,(352) 810-4080,"4080 SW 24th Ave, Gainesville, FL",4.5,no,https://www.google.com/maps/place/Se%C3%B1or+Bubbles+Laundromat/data=!4m7!3m6!1s0x88e8a3e7128fa8f7:0xd22d94bc9fd7086c!8m2!3d29.630599!4d-82.3851778!16s%2Fg%2F11kpl8jmc9!19sChIJ96iPEuej6IgRbAjXn7yULdI?authuser=0&hl=en&rclk=1
Wash King,laundromats,F,Wash King — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/wash-king.html,yes,yes,(352) 872-3856,"210 NE 16th Ave, Gainesville, FL",3.3,yes,https://www.google.com/maps/place/Wash+King/data=!4m7!3m6!1s0x88e8a549f0d41627:0x11d36e7e93224fef!8m2!3d29.6670616!4d-82.3214505!16s%2Fg%2F11g0m4rbwc!19sChIJJxbU8Eml6IgR708ik35u0xE?authuser=0&hl=en&rclk=1
Don's Coin Laundry,laundromats,F,Don's Coin Laundry — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/don-s-coin-laundry.html,yes,yes,(352) 376-6997,"5001 NW 34th Blvd A, Gainesville, FL",3.4,yes,https://www.google.com/maps/place/Don%27s+Coin+Laundry/data=!4m7!3m6!1s0x88e8a4ddba820279:0x3ee12f64fd13ec78!8m2!3d29.7001973!4d-82.3695844!16s%2Fg%2F1tg_mgbz!19sChIJeQKCut2k6IgReOwT_WQv4T4?authuser=0&hl=en&rclk=1
Laundromat,laundromats,F,Laundromat — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/laundromat.html,yes,no,,"1888 SW 42nd Dr, Gainesville, FL",No reviews,no,https://www.google.com/maps/place/Laundromat/data=!4m7!3m6!1s0x88e8a3006c8ce1f1:0x1d12f8d65dd41656!8m2!3d29.6359575!4d-82.3876606!16s%2Fg%2F11x1s_g6wm!19sChIJ8eGMbACj6IgRVhbUXdb4Eh0?authuser=0&hl=en&rclk=1
Prins Commercial Laundry Equipment,laundromats,F,Prins Commercial Laundry Equipment — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/prins-commercial-laundry-equipment.html,yes,yes,(352) 377-6827,"3008 NE 19th Dr, Gainesville, FL",4.0,no,https://www.google.com/maps/place/Prins+Commercial+Laundry+Equipment/data=!4m7!3m6!1s0x88e8a6a1d1728bc5:0x1f432d87f9418e3f!8m2!3d29.6803569!4d-82.2986278!16s%2Fg%2F1v76_hf0!19sChIJxYty0aGm6IgRP45B-YctQx8?authuser=0&hl=en&rclk=1
DJ Coin Laundry,laundromats,F,DJ Coin Laundry — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/dj-coin-laundry.html,yes,no,,"SE Hawthorne Rd, Gainesville, FL",2.2,no,https://www.google.com/maps/place/DJ+Coin+Laundry/data=!4m7!3m6!1s0x88e8a1062fccffb9:0x7c08f277b3566d1a!8m2!3d29.6470105!4d-82.2944357!16s%2Fg%2F11svmsskwd!19sChIJuf_MLwah6IgRGm1Ws3fyCHw?authuser=0&hl=en&rclk=1
A-Best Coin Laundry & Dry,laundromats,F,A-Best Coin Laundry & Dry — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-best-coin-laundry-dry.html,yes,no,,"2411 SW 13th St, Gainesville, FL",2.8,yes,https://www.google.com/maps/place/A-Best+Coin+Laundry+%26+Dry/data=!4m7!3m6!1s0x88e8a3a41879a095:0x67331d3f241a13ba!8m2!3d29.6298893!4d-82.3388521!16s%2Fg%2F1tgfxg3l!19sChIJlaB5GKSj6IgRuhMaJD8dM2c?authuser=0&hl=en&rclk=1
Crane's One Hour Cleaners,dry cleaners,F,Crane's One Hour Cleaners — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/crane-s-one-hour-cleaners.html,yes,yes,(352) 376-0156,411 NE 23rd Ave,4.3 (100),no,https://www.google.com/maps/place/Crane%27s+One+Hour+Cleaners/data=!4m7!3m6!1s0x88e8a413ab58ef05:0xa2e2abfb3b87f4b2!8m2!3d29.673477!4d-82.320404!16s%2Fg%2F1tdp18xk!19sChIJBe9YqxOk6IgRsvSHO_ur4qI?authuser=0&hl=en&rclk=1
S & S Cleaners,dry cleaners,F,S & S Cleaners — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/s-s-cleaners.html,yes,yes,(352) 372-4184,503 SW 3rd St,4.4 (79),yes,https://www.google.com/maps/place/S+%26+S+Cleaners/data=!4m7!3m6!1s0x88e8a3921397bd49:0xd7c9146668ca9f3f!8m2!3d29.6470352!4d-82.3277894!16s%2Fg%2F1tfrhlly!19sChIJSb2XE5Kj6IgRP5_KaGYUydc?authuser=0&hl=en&rclk=1
Rip's Cleaners,dry cleaners,F,Rip's Cleaners — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/rip-s-cleaners.html,yes,yes,(352) 372-0560,316 N Main St,3.3 (66),no,https://www.google.com/maps/place/Rip%27s+Cleaners/data=!4m7!3m6!1s0x88e8a38b6ef6a70f:0x7f55983e7b3736c1!8m2!3d29.6545337!4d-82.3252274!16s%2Fg%2F1w0r0r6y!19sChIJD6f2bouj6IgRwTY3ez6YVX8?authuser=0&hl=en&rclk=1
Quality Cleaners,dry cleaners,F,Quality Cleaners — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/quality-cleaners.html,yes,yes,(352) 338-9920,5200 NW 43rd St #101,3.0 (29),no,https://www.google.com/maps/place/Quality+Cleaners/data=!4m7!3m6!1s0x88e8bb2c9331b017:0xa1bf3d90ca6ccff6!8m2!3d29.701061!4d-82.3905462!16s%2Fg%2F1vk6_1m5!19sChIJF7Axkyy76IgR9s9sypA9v6E?authuser=0&hl=en&rclk=1
Wash King,dry cleaners,F,Wash King — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/wash-king.html,yes,yes,(352) 872-3856,210 NE 16th Ave,3.3 (128),yes,https://www.google.com/maps/place/Wash+King/data=!4m7!3m6!1s0x88e8a549f0d41627:0x11d36e7e93224fef!8m2!3d29.6670616!4d-82.3214505!16s%2Fg%2F11g0m4rbwc!19sChIJJxbU8Eml6IgR708ik35u0xE?authuser=0&hl=en&rclk=1
Tower Square Cleaners,dry cleaners,F,Tower Square Cleaners — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/tower-square-cleaners.html,yes,yes,(352) 377-0865,5737 SW 75th St,4.2 (5),no,https://www.google.com/maps/place/Tower+Square+Cleaners/data=!4m7!3m6!1s0x88e8bd001644a187:0xcd7304076870148c!8m2!3d29.6016346!4d-82.4213893!16s%2Fg%2F11x0446bpm!19sChIJh6FEFgC96IgRjBRwaAcEc80?authuser=0&hl=en&rclk=1
Don's Coin Laundry,dry cleaners,F,Don's Coin Laundry — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/don-s-coin-laundry.html,yes,yes,(352) 376-6997,5001 NW 34th Blvd A,3.4 (170),yes,https://www.google.com/maps/place/Don%27s+Coin+Laundry/data=!4m7!3m6!1s0x88e8a4ddba820279:0x3ee12f64fd13ec78!8m2!3d29.7001973!4d-82.3695844!16s%2Fg%2F1tg_mgbz!19sChIJeQKCut2k6IgReOwT_WQv4T4?authuser=0&hl=en&rclk=1
A-Best Coin Laundry & Dry,dry cleaners,F,A-Best Coin Laundry & Dry — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-best-coin-laundry-dry.html,yes,no,,2411 SW 13th St,2.8 (45),yes,https://www.google.com/maps/place/A-Best+Coin+Laundry+%26+Dry/data=!4m7!3m6!1s0x88e8a3a41879a095:0x67331d3f241a13ba!8m2!3d29.6298893!4d-82.3388521!16s%2Fg%2F1tgfxg3l!19sChIJlaB5GKSj6IgRuhMaJD8dM2c?authuser=0&hl=en&rclk=1
Vet Wellcare Vaccinations Clinic at Pet Supermarket,veterinarians,F,Vet Wellcare Vaccinations Clinic at Pet Supermarket — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/vet-wellcare-vaccinations-clinic-at-pet-supermarket.html,yes,yes,(352) 336-8006,2339 NW 13th St,3.7 (3),no,https://www.google.com/maps/place/Vet+Wellcare+Vaccinations+Clinic+at+Pet+Supermarket/data=!4m7!3m6!1s0x88e8a4646e8050c7:0xc8b00b39eef7c37b!8m2!3d29.6756586!4d-82.3387792!16s%2Fg%2F1tfk57_v!19sChIJx1CAbmSk6IgRe8P37jkLsMg?authuser=0&hl=en&rclk=1
Vet,veterinarians,F,Vet — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/vet.html,yes,no,,NW 34th Blvd,4.3 (9),no,https://www.google.com/maps/place/Vet/data=!4m7!3m6!1s0x88e8a4e17bbf0089:0xba220ad339bf6087!8m2!3d29.7008659!4d-82.3684386!16s%2Fg%2F11cn7tbrbq!19sChIJiQC_e-Gk6IgRh2C_OdMKIro?authuser=0&hl=en&rclk=1
"No More Homeless Pets, Inc",veterinarians,F,"No More Homeless Pets, Inc — your free demo website",https://florida-man-bioscience.github.io/demo-websites/generated-sites/no-more-homeless-pets-inc.html,yes,yes,(352) 376-6647,4205 NW 6th St,4.8 (90),no,"https://www.google.com/maps/place/No+More+Homeless+Pets,+Inc/data=!4m7!3m6!1s0x88e8a417113419b3:0xcbb7385e7b59c4df!8m2!3d29.692501!4d-82.3317919!16s%2Fg%2F1tfwl5lg!19sChIJsxk0ERek6IgR38RZe144t8s?authuser=0&hl=en&rclk=1"
Mobile Pet Doctor,veterinarians,F,Mobile Pet Doctor — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/mobile-pet-doctor.html,yes,yes,(352) 665-8454,6100 NW 4th Pl,4.5 (6),no,https://www.google.com/maps/place/Mobile+Pet+Doctor/data=!4m7!3m6!1s0x88e8bca3b18a3e21:0x8c57dfd429052568!8m2!3d29.6565189!4d-82.4075266!16s%2Fg%2F1tgwt2k_!19sChIJIT6KsaO86IgRaCUFKdTfV4w?authuser=0&hl=en&rclk=1
La Chua Vintage,clothing boutiques,F,La Chua Vintage — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/la-chua-vintage.html,yes,no,,"2029 NW 6th St, Gainesville, FL 32609",4.3 (12),no,https://www.google.com/maps/place/La+Chua+Vintage/data=!4m7!3m6!1s0x88e8a46e24933ea5:0x336b58e7b409686d!8m2!3d29.6715947!4d-82.3306174!16s%2Fg%2F11f3n_1zw7!19sChIJpT6TJG6k6IgRbWgJtOdYazM?authuser=0&hl=en&rclk=1
Outreach Clothing & More Center,clothing boutiques,F,Outreach Clothing & More Center — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/outreach-clothing-more-center.html,yes,no,,"2430 NW 6th St, Gainesville, FL 32609",3.6 (15),no,https://www.google.com/maps/place/Outreach+Clothing+%26+More+Center/data=!4m7!3m6!1s0x88e8a46ee7e5957f:0x6918ab04f0240045!8m2!3d29.67542!4d-82.33102!16s%2Fg%2F11h_sm_s0c!19sChIJf5Xl526k6IgRRQAk8ASrGGk?authuser=0&hl=en&rclk=1
Precious Emeralds Boutique,clothing boutiques,F,Precious Emeralds Boutique — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/precious-emeralds-boutique.html,yes,yes,(352) 888-7750,"901 NW 8th Ave Suite B5-2, Gainesville, FL 32601",No reviews,no,https://www.google.com/maps/place/Precious+Emeralds+Boutique/data=!4m7!3m6!1s0x88e8a387e3c00001:0x47020b6eaeef71fe!8m2!3d29.6588686!4d-82.3345918!16s%2Fg%2F11s0skk02b!19sChIJAQDA44ej6IgR_nHvrm4LAkc?authuser=0&hl=en&rclk=1
T-Desk Designs,clothing boutiques,F,T-Desk Designs — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/t-desk-designs.html,yes,yes,(352) 575-5525,"3203 NW 4th St, Gainesville, FL 32609",5.0 (1),no,https://www.google.com/maps/place/T-Desk+Designs/data=!4m7!3m6!1s0x88e8a58716766937:0x8fb2647e5a5359c3!8m2!3d29.6821863!4d-82.3282007!16s%2Fg%2F11njc9nz0h!19sChIJN2l2Foel6IgRw1lTWn5kso8?authuser=0&hl=en&rclk=1
Kim's Signature Beauty and Accessories,clothing boutiques,F,Kim's Signature Beauty and Accessories — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/kim-s-signature-beauty-and-accessories.html,yes,yes,(352) 213-0080,"806 NW 16th Ave Unit 257, Gainesville, FL 32601",5.0 (3),no,https://www.google.com/maps/place/Kim%27s+Signature+Beauty+and+Accessories/data=!4m7!3m6!1s0x88e8a500e522ee3f:0x1136e006eab34be3!8m2!3d29.6673801!4d-82.3327902!16s%2Fg%2F11vrzmbqh5!19sChIJP-4i5QCl6IgR40uz6gbgNhE?authuser=0&hl=en&rclk=1
Simply Fashion,clothing boutiques,F,Simply Fashion — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/simply-fashion.html,yes,no,,"1208 N Main St, Gainesville, FL 32601",3.0 (2),no,https://www.google.com/maps/place/Simply+Fashion/data=!4m7!3m6!1s0x88e8a474f11284cd:0xeff08beb3857ccdb!8m2!3d29.6631921!4d-82.3257519!16s%2Fg%2F11h0mv_2dk!19sChIJzYQS8XSk6IgR28xXOOuL8O8?authuser=0&hl=en&rclk=1
Walkers OneStopShop,clothing boutiques,F,Walkers OneStopShop — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/walkers-onestopshop.html,yes,yes,(352) 562-9668,"1334 SE 1st Ave, Gainesville, FL 32641",5.0 (9),no,https://www.google.com/maps/place/Walkers+OneStopShop/data=!4m7!3m6!1s0x88e8a3a5f7cce6ad:0x65854e3b3abdb37!8m2!3d29.6511872!4d-82.3075448!16s%2Fg%2F11kq7vx9dc!19sChIJrebM96Wj6IgRN9urs-NUWAY?authuser=0&hl=en&rclk=1
TeeTok Supply,clothing boutiques,F,TeeTok Supply — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/teetok-supply.html,yes,yes,(207) 551-9593,"1642 W University Ave, Gainesville, FL 32603",No reviews,no,https://www.google.com/maps/place/TeeTok+Supply/data=!4m7!3m6!1s0x88e8a3424f583341:0x120294c5cccadf90!8m2!3d29.6523995!4d-82.3444897!16s%2Fg%2F11njtvwymq!19sChIJQTNYT0Kj6IgRkN_KzMWUAhI?authuser=0&hl=en&rclk=1
Grow-N-Grace Farms,grocery stores,F,Grow-N-Grace Farms — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/grow-n-grace-farms.html,yes,yes,(352) 514-2752,"919 NW 31st Ave, Gainesville, FL 32609",4.3 (6),no,https://www.google.com/maps/place/Grow-N-Grace+Farms/data=!4m7!3m6!1s0x88e8a59897d26087:0x8279bb6d3402d818!8m2!3d29.6806924!4d-82.3342739!15sCiBncm9jZXJ5IHN0b3JlcyBpbiBHYWluZXN2aWxsZSBGTFoiIiBncm9jZXJ5IHN0b3JlcyBpbiBnYWluZXN2aWxsZSBmbJIBDnByb2R1Y2VfbWFya2V0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU53YkdaUGFEZG5SUkFC4AEA-gEFCLcBEEo!16s%2Fg%2F11p0h4_cx8?authuser=0&hl=en&rclk=1
West Coast Seafood Meat,grocery stores,F,West Coast Seafood Meat — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/west-coast-seafood-meat.html,yes,yes,(352) 378-8119,"510 NE Waldo Rd, Gainesville, FL 32641",3.9 (409),no,https://www.google.com/maps/place/West+Coast+Seafood+Meat/data=!4m7!3m6!1s0x88e8a3f8e4d5711f:0x316951d814a99b52!8m2!3d29.6559902!4d-82.3093548!15sCiBncm9jZXJ5IHN0b3JlcyBpbiBHYWluZXN2aWxsZSBGTFoiIiBncm9jZXJ5IHN0b3JlcyBpbiBnYWluZXN2aWxsZSBmbJIBDnNlYWZvb2RfbWFya2V0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU01ZUhCbGFuSlJSUkFC4AEA-gEECAAQQw!16s%2Fg%2F1tcxqhjg?authuser=0&hl=en&rclk=1
Pepe's Grocery & Deli,grocery stores,F,Pepe's Grocery & Deli — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/pepe-s-grocery-deli.html,yes,yes,(352) 421-5251,"1888 SW 42nd Dr, Gainesville, FL 32607",4.3 (56),no,https://www.google.com/maps/place/Pepe's+Grocery+%26+Deli/data=!4m7!3m6!1s0x88e8a387a8a15da7:0x2459c2fe5607c836!8m2!3d29.635865!4d-82.387619!15sCiBncm9jZXJ5IHN0b3JlcyBpbiBHYWluZXN2aWxsZSBGTFoiIiBncm9jZXJ5IHN0b3JlcyBpbiBnYWluZXN2aWxsZSBmbJIBC3N1cGVybWFya2V0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5mY1c5eVozcFJSUkFC4AEA-gEECAAQLA!16s%2Fg%2F11yb14xvv6?authuser=0&hl=en&rclk=1
Roses Express,grocery stores,F,Roses Express — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/roses-express.html,yes,yes,(352) 373-3566,"2370 N Main St, Gainesville, FL 32609",3.5 (39),no,https://www.google.com/maps/place/Roses+Express/data=!4m7!3m6!1s0x88e8a413028373b9:0x868b4ef210134460!8m2!3d29.6750043!4d-82.3242784!16s%2Fg%2F1tcw50j9!19sChIJuXODAhOk6IgRYEQTEPJOi4Y?authuser=0&hl=en&rclk=1
39th Express,grocery stores,F,39th Express — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/39th-express.html,yes,yes,(352) 336-3900,"220 NW 39th Ave, Gainesville, FL 32609",4.0 (64),no,https://www.google.com/maps/place/39th+Express/data=!4m7!3m6!1s0x88e8a446b5fddaa1:0x61775314fc822a23!8m2!3d29.6888413!4d-82.3271626!15sCiBncm9jZXJ5IHN0b3JlcyBpbiBHYWluZXN2aWxsZSBGTFoiIiBncm9jZXJ5IHN0b3JlcyBpbiBnYWluZXN2aWxsZSBmbJIBC2dhc19zdGF0aW9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4xZVdOaVpXMTNSUkFC4AEA-gEECAAQFw!16s%2Fg%2F1tj2ct_5?authuser=0&hl=en&rclk=1
Grove Street Farmers Market,grocery stores,F,Grove Street Farmers Market — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/grove-street-farmers-market.html,yes,no,,"1001 NW 4th St, Gainesville, FL 32601",4.7 (59),no,https://www.google.com/maps/place/Grove+Street+Farmers+Market/data=!4m7!3m6!1s0x88e8a5bf0649ffab:0x6c7c05bbfad1c688!8m2!3d29.6613475!4d-82.3285001!15sCiBncm9jZXJ5IHN0b3JlcyBpbiBHYWluZXN2aWxsZSBGTFoiIiBncm9jZXJ5IHN0b3JlcyBpbiBnYWluZXN2aWxsZSBmbJIBBm1hcmtldJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQyMUdTMVV3Um1sYVdGWnhZVmhrUkdOR09VUlRNSEJMVVZWa2VWSXlZeEFC4AEA-gEECEwQSQ!16s%2Fg%2F11k6hb6pxd?authuser=0&hl=en&rclk=1
Gainesville Supermarket,grocery stores,F,Gainesville Supermarket — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-supermarket.html,yes,yes,(352) 332-1550,"7114 W University Ave, Gainesville, FL 32607",4.3 (100),no,https://www.google.com/maps/place/Gainesville+Supermarket/data=!4m7!3m6!1s0x88e8bc9a99bdfcc5:0x6f2cf14df65ba9fe!8m2!3d29.6537292!4d-82.4182525!16s%2Fg%2F11bbt3d3sj!19sChIJxfy9mZq86IgR_qlb9k3xLG8?authuser=0&hl=en&rclk=1
Zeezenia International Market,grocery stores,F,Zeezenia International Market — your free demo website,https://florida-man-bioscience.github.io/demo-websites/generated-sites/zeezenia-international-market.html,yes,yes,(352) 371-3311,"2325 SW 13th St, Gainesville, FL 32608",4.6 (Visible),no,https://www.google.com/maps/place/Zeezenia+International+Market/data=!4m7!3m6!1s0x88e8a3a410cd8d67:0x9303b7b996b8620f!8m2!3d29.6302806!4d-82.3387806!16s%2Fg%2F11c1nsw4kd!19sChIJZ43NEKSj6IgRD2K4lrm3A5M?authuser=0&hl=en&rclk=1
Critter-Free Solutions,pest control,D,Free website for Critter-Free Solutions — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/critter-free-solutions.html,yes,yes,(352) 580-9170,"22d SE 5th Ave, Gainesville, FL 32601",4.1 (No review count shown),no,https://www.google.com/maps/place/Critter-Free+Solutions/data=!4m7!3m6!1s0x88e8a45048a564c9:0xee09e37ed050543d!8m2!3d29.6472816!4d-82.3245282!16s%2Fg%2F12604sfmy!19sChIJyWSlSFCk6IgRPVRQ0H7jCe4?authuser=0&hl=en&rclk=1
Rescue Pest Experts,pest control,D,Free website for Rescue Pest Experts — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/rescue-pest-experts.html,yes,yes,(352) 580-9116,"4000 SW Archer Rd, Gainesville, FL 32608",5.0 (2),no,https://www.google.com/maps/place/Rescue+Pest+Experts/data=!4m7!3m6!1s0x88e8a51eed674efb:0xda5b3f4bb98fc107!8m2!3d29.6212871!4d-82.3844463!16s%2Fg%2F11ry3kc03_!19sChIJ-05n7R6l6IgRB8GPuUs_W9o?authuser=0&hl=en&rclk=1
Carlisle Pest Control,pest control,D,Free website for Carlisle Pest Control — ready to go live,https://florida-man-bioscience.github.io/demo-websites/generated-sites/carlisle-pest-control.html,yes,yes,(352) 641-6040,"5745 SW 75th St, Gainesville, FL 32608",5.0 (3),no,https://www.google.com/maps/place/Carlisle+Pest+Control/data=!4m7!3m6!1s0xa3107eff135f454d:0x8a821688bebc16aa!8m2!3d29.6433846!4d-82.4734235!16s%2Fg%2F11v_0vwfpp!19sChIJTUVfE_9-EKMRqha8vogWgoo?authuser=0&hl=en&rclk=1
"Elevate Early Learning Academy, Gainesville",daycares,E,"I built a website for Elevate Early Learning Academy, Gainesville — take a look",https://florida-man-bioscience.github.io/demo-websites/generated-sites/elevate-early-learning-academy-gainesville.html,yes,yes,(352) 756-4867,1127 NW 7th Ave,5.0 (3),no,"https://www.google.com/maps/place/Elevate+Early+Learning+Academy,+Gainesville/data=!4m7!3m6!1s0x88e8a3bfc88a0419:0xc21e5ebb472bb998!8m2!3d29.6573112!4d-82.3369431!16s%2Fg%2F11yvdw4nr2!19sChIJGQSKyL-j6IgRmLkrR7teHsI?authuser=0&hl=en&rclk=1"
Love N Care Christian Learning Center,daycares,E,I built a website for Love N Care Christian Learning Center — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/love-n-care-christian-learning-center.html,yes,yes,(352) 378-5190,1001 NE 16th Ave,"4.6 (reviews not visible in text snippet, but star rating is 4.6)",no,https://www.google.com/maps/place/Love+N+Care+Christian+Learning+Center/data=!4m7!3m6!1s0x88e8a4a6da986289:0x8a1f4254b189f16c!8m2!3d29.665947!4d-82.3121788!16s%2Fg%2F11g6w2djny!19sChIJiWKY2qak6IgRbPGJsVRCH4o?authuser=0&hl=en&rclk=1
A World of Angels,daycares,E,I built a website for A World of Angels — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/a-world-of-angels.html,yes,yes,(352) 381-0080,1119 NW 42nd Ave,5.0 (reviews not visible),no,https://www.google.com/maps/place/A+World+of+Angels/data=!4m7!3m6!1s0x88e8a45afc21791d:0x13184e4cc0e5f3f0!8m2!3d29.6919215!4d-82.3366756!16s%2Fg%2F1tdhmnb2!19sChIJHXkh_Fqk6IgR8PPlwExOGBM?authuser=0&hl=en&rclk=1
Rosa B Williams Center,dance studios,E,I built a website for Rosa B Williams Center — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/rosa-b-williams-center.html,yes,yes,(352) 260-6977,524 NW 1st St,4.2 (18),no,https://www.google.com/maps/place/Rosa+B+Williams+Center/data=!4m7!3m6!1s0x88e8a38baaad407b:0x1dd6cc487d137000!8m2!3d29.65649!4d-82.326235!16s%2Fg%2F1tg68ykk!19sChIJe0Ctqouj6IgRAHATfUjM1h0?authuser=0&hl=en&rclk=1
Gainesville Dance,dance studios,E,I built a website for Gainesville Dance — take a look,https://florida-man-bioscience.github.io/demo-websites/generated-sites/gainesville-dance.html,yes,yes,(352) 327-3672,3830 NW 16th Blvd,2.0 (1),no,https://www.google.com/maps/place/Gainesville+Dance/data=!4m7!3m6!1s0x88e8a4a14cc0e983:0x20d7f37d10f60d4e!8m2!3d29.6717366!4d-82.3811275!16s%2Fg%2F1yl458gqs!19sChIJg-nATKGk6IgRTg32EH3z1yA?authuser=0&hl=en&rclk=1
